NOTHING
22:59:48, Thursday, October 24, 2024	471.172	12929.4	13046.5	12988.1	99.1	11.7	28.3	84.6	3465.0	-4444.0	18.2	-	-	0.0	0.0	28.3	84.6	3465.0	-4444.0
22:59:48, Thursday, October 24, 2024	471.437	12930.9	13048.2	12989.7	99.1	11.8	27.0	82.0	-33.0	-726.0	18.1	-	-	0.0	0.0	27.0	82.0	-33.0	-726.0
22:59:49, Thursday, October 24, 2024	471.672	12928.3	13045.3	12986.9	99.1	10.9	28.4	81.8	-33.0	-726.0	18.0	-	-	0.0	0.0	28.4	81.8	-33.0	-726.0
22:59:49, Thursday, October 24, 2024	471.953	12929.6	13048.9	12989.4	99.1	11.0	27.2	84.3	4928.0	-3146.0	17.7	-	-	0.0	0.0	27.2	84.3	4928.0	-3146.0
22:59:49, Thursday, October 24, 2024	472.219	12929.4	13046.8	12988.2	99.1	11.3	27.7	85.9	-33.0	-726.0	18.3	-	-	0.0	0.0	27.7	85.9	-33.0	-726.0
22:59:49, Thursday, October 24, 2024	472.469	12930.5	13050.8	12990.8	99.1	11.9	26.9	84.3	-33.0	-726.0	18.3	-	-	0.0	0.0	26.9	84.3	-33.0	-726.0
22:59:50, Thursday, October 24, 2024	472.703	12931.8	13047.5	12989.8	99.1	12.0	27.0	82.2	-33.0	-726.0	17.8	-	-	0.0	0.0	27.0	82.2	-33.0	-726.0
22:59:50, Thursday, October 24, 2024	472.969	12929.3	13047.9	12988.7	99.1	11.0	28.2	81.4	660.0	4048.0	18.0	-	-	0.0	0.0	28.2	81.4	660.0	4048.0
22:59:50, Thursday, October 24, 2024	473.219	12930.3	13049.3	12990.0	99.1	10.7	28.3	77.6	660.0	4048.0	17.9	-	-	0.0	0.0	28.3	77.6	660.0	4048.0
22:59:50, Thursday, October 24, 2024	473.469	12931.9	13045.7	12989.0	99.1	12.3	27.4	79.5	-341.0	-2079.0	18.0	-	-	0.0	0.0	27.4	79.5	-341.0	-2079.0
22:59:51, Thursday, October 24, 2024	473.719	12929.7	13046.7	12988.3	99.1	11.5	27.5	82.1	-33.0	-726.0	18.2	-	-	0.0	0.0	27.5	82.1	-33.0	-726.0
22:59:51, Thursday, October 24, 2024	473.969	12930.8	13051.3	12991.2	99.1	11.6	28.0	77.9	-33.0	-726.0	18.3	-	-	0.0	0.0	28.0	77.9	-33.0	-726.0
22:59:51, Thursday, October 24, 2024	474.219	12929.6	13044.7	12987.3	99.1	10.7	28.1	80.3	660.0	4048.0	18.1	-	-	0.0	0.0	28.1	80.3	660.0	4048.0
22:59:51, Thursday, October 24, 2024	474.469	12930.7	13053.6	12992.3	99.1	11.1	27.7	81.8	3465.0	-4444.0	17.6	-	-	0.0	0.0	27.7	81.8	3465.0	-4444.0
22:59:52, Thursday, October 24, 2024	474.719	12929.7	13044.6	12987.3	99.1	11.2	27.9	79.9	-33.0	-726.0	17.7	-	-	0.0	0.0	27.9	79.9	-33.0	-726.0
22:59:52, Thursday, October 24, 2024	474.953	12931.0	13050.5	12990.9	99.1	11.9	27.4	84.2	-33.0	-726.0	18.6	-	-	0.0	0.0	27.4	84.2	-33.0	-726.0
22:59:52, Thursday, October 24, 2024	475.234	12929.4	13044.3	12987.0	99.1	11.3	28.0	85.5	4928.0	-3146.0	17.6	-	-	0.0	0.0	28.0	85.5	4928.0	-3146.0
22:59:52, Thursday, October 24, 2024	475.469	12931.3	13047.0	12989.3	99.1	11.5	26.8	82.4	-341.0	-2079.0	17.8	-	-	0.0	0.0	26.8	82.4	-341.0	-2079.0
22:59:53, Thursday, October 24, 2024	475.734	12930.0	13046.2	12988.2	99.1	11.3	28.9	79.7	-33.0	-726.0	17.9	-	-	0.0	0.0	28.9	79.7	-33.0	-726.0
22:59:53, Thursday, October 24, 2024	475.984	12929.9	13046.6	12988.4	99.1	12.0	27.9	83.0	-33.0	-726.0	18.1	-	-	0.0	0.0	27.9	83.0	-33.0	-726.0
22:59:53, Thursday, October 24, 2024	476.219	12928.6	13046.5	12987.7	99.1	11.1	28.0	86.0	-341.0	-2079.0	18.2	-	-	0.0	0.0	28.0	86.0	-341.0	-2079.0
22:59:53, Thursday, October 24, 2024	476.469	12928.2	13044.5	12986.5	99.1	11.5	27.8	83.9	4928.0	-3146.0	17.7	-	-	0.0	0.0	27.8	83.9	4928.0	-3146.0
22:59:54, Thursday, October 24, 2024	476.734	12930.0	13049.3	12989.8	99.1	11.2	27.4	82.9	660.0	4048.0	18.3	-	-	0.0	0.0	27.4	82.9	660.0	4048.0
22:59:54, Thursday, October 24, 2024	476.969	12930.2	13045.2	12987.8	99.1	11.9	27.6	84.6	-33.0	-726.0	17.8	-	-	0.0	0.0	27.6	84.6	-33.0	-726.0
22:59:54, Thursday, October 24, 2024	477.250	12930.7	13049.5	12990.2	99.1	11.2	28.0	84.5	2706.0	-2640.0	17.6	-	-	0.0	0.0	28.0	84.5	2706.0	-2640.0
22:59:54, Thursday, October 24, 2024	477.500	12932.3	13050.3	12991.4	99.1	11.8	27.8	81.2	-33.0	-726.0	17.7	-	-	0.0	0.0	27.8	81.2	-33.0	-726.0
22:59:55, Thursday, October 24, 2024	477.765	12930.8	13049.5	12990.3	99.1	10.9	28.4	82.9	660.0	4048.0	18.0	-	-	0.0	0.0	28.4	82.9	660.0	4048.0
22:59:55, Thursday, October 24, 2024	478.015	12931.4	13049.0	12990.4	99.1	11.7	27.0	84.7	660.0	4048.0	18.0	-	-	0.0	0.0	27.0	84.7	660.0	4048.0
22:59:55, Thursday, October 24, 2024	478.250	12929.6	13050.0	12990.0	99.1	10.7	27.4	80.0	660.0	4048.0	18.1	-	-	0.0	0.0	27.4	80.0	660.0	4048.0
22:59:55, Thursday, October 24, 2024	478.500	12929.9	13049.9	12990.1	99.1	11.3	27.5	78.8	4928.0	-3146.0	18.1	-	-	0.0	0.0	27.5	78.8	4928.0	-3146.0
22:59:56, Thursday, October 24, 2024	478.765	12931.2	13049.6	12990.5	99.1	11.4	26.7	82.6	4928.0	-3146.0	18.3	-	-	0.0	0.0	26.7	82.6	4928.0	-3146.0
22:59:56, Thursday, October 24, 2024	479.031	12931.4	13051.5	12991.6	99.1	11.5	27.7	82.4	-341.0	-2079.0	18.3	-	-	0.0	0.0	27.7	82.4	-341.0	-2079.0
22:59:56, Thursday, October 24, 2024	479.281	12929.4	13042.0	12985.8	99.1	11.9	28.1	80.7	4928.0	-3146.0	18.0	-	-	0.0	0.0	28.1	80.7	4928.0	-3146.0
22:59:56, Thursday, October 24, 2024	479.531	12931.4	13046.9	12989.3	99.1	11.9	26.7	79.5	-33.0	-726.0	18.5	-	-	0.0	0.0	26.7	79.5	-33.0	-726.0
22:59:57, Thursday, October 24, 2024	479.781	12930.1	13046.8	12988.6	99.1	11.6	27.2	85.9	-341.0	-2079.0	18.1	-	-	0.0	0.0	27.2	85.9	-341.0	-2079.0
22:59:57, Thursday, October 24, 2024	480.047	12929.2	13045.2	12987.3	99.1	11.2	27.1	82.9	-33.0	-726.0	18.1	-	-	0.0	0.0	27.1	82.9	-33.0	-726.0
22:59:57, Thursday, October 24, 2024	480.297	12930.4	13051.5	12991.1	99.1	11.0	26.9	82.7	2706.0	-2640.0	17.6	-	-	0.0	0.0	26.9	82.7	2706.0	-2640.0
22:59:57, Thursday, October 24, 2024	480.547	12932.1	13048.4	12990.4	99.1	12.0	27.2	79.6	-341.0	-2079.0	18.6	-	-	0.0	0.0	27.2	79.6	-341.0	-2079.0
22:59:58, Thursday, October 24, 2024	480.797	12929.7	13046.4	12988.2	99.1	10.8	27.5	83.7	-33.0	-726.0	18.3	-	-	0.0	0.0	27.5	83.7	-33.0	-726.0
